description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
rare chain gloves + jewel + rune 13 + perfect diamond -> brilliant gloves	1			100					4	glov,rar,eth	jewg,qty=1	r13g,qty=1	gg4d,qty=1				usetype,crf		50	50	swing2			5	10	att%			10	20	ac%			25	50	ethereal	100		1	1																																																																0
rare heavy belt + jewel + rune 16 + perfect diamond -> brilliant belt	1			100					4	belt,rar,noe	jewg,qty=1	r16g,qty=1	gg4d,qty=1				usetype,crf		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50																																																																					0
rare heavy belt + jewel + rune 16 + perfect diamond -> brilliant belt	1			100					4	belt,rar,eth	jewg,qty=1	r16g,qty=1	gg4d,qty=1				usetype,crf		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50	ethereal	100		1	1																																																																0
rare gothic shield + jewel + rune 09 + perfect diamond  -> brilliant shield	1			100					4	shld,rar,noe	jewg,qty=1	r09g,qty=1	gg4d,qty=1				usetype,crf		50	50	half-freeze			1	1	res-all			5	10	block			10	20																																																																					0
rare gothic shield + jewel + rune 09 + perfect diamond  -> brilliant shield	1			100					4	shld,rar,eth	jewg,qty=1	r09g,qty=1	gg4d,qty=1				usetype,crf		50	50	half-freeze			1	1	res-all			5	10	block			10	20	ethereal	100		1	1																																																																0
rare field plate + jewel + rune 01 + perfect diamond -> brilliant body	1			100					4	tors,rar,noe	jewg,qty=1	r01g,qty=1	gg4d,qty=1				usetype,crf		50	50	block			10	20	res-all			5	10	ac%			25	50																																																																					0
rare field plate + jewel + rune 01 + perfect diamond -> brilliant body	1			100					4	tors,rar,eth	jewg,qty=1	r01g,qty=1	gg4d,qty=1				usetype,crf		50	50	block			10	20	res-all			5	10	ac%			25	50	ethereal	100		1	1																																																																0
rare amulet + jewel + rune 07 + perfect diamond -> brilliant amulet	1			100					4	amul,rar	jewg,qty=1	r07g,qty=1	gg4d,qty=1				usetype,crf		50	50	all-stats			4	8	res-all			5	10	ac-miss			100	150																																																																					0
rare ring + jewel + rune 15 + perfect diamond -> brilliant ring	1			100					4	ring,rar	jewg,qty=1	r15g,qty=1	gg4d,qty=1				usetype,crf		50	50	half-freeze			1	1	res-all			3	5	ac-miss			50	100																																																																					0
rare blunt + jewel + rune 17 + perfect diamond -> brilliant weapon	1			100					4	weap,rar,noe	jewg,qty=1	r12g,qty=1	gg4d,qty=1				usetype,crf		50	50	dmg%			20	40	swing2			20	20	att			50	100																																																																					0
rare blunt + jewel + rune 17 + perfect diamond -> brilliant weapon	1			100					4	weap,rar,eth	jewg,qty=1	r12g,qty=1	gg4d,qty=1				usetype,crf		50	50	dmg%			20	40	swing2			20	20	att			50	100	ethereal	100		1	1																																																																0
rare full helm + brilliant craft ingredient -> brilliant helm	1			200					2	helm,rar,noe	crfp,qty=1						usetype,crf		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50																																																																					0
rare full helm + brilliant craft ingredient -> brilliant helm	1			200					2	helm,rar,eth	crfp,qty=1						usetype,crf		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50	ethereal	100		1	1																																																																0
rare chain boots + brilliant craft ingredient -> brilliant boots	1			100					2	boot,rar,noe	crfp,qty=1						usetype,crf		50	50	half-freeze			1	1	move2			5	10	ac-miss			100	150																																																																					0
rare chain boots + brilliant craft ingredient -> brilliant boots	1			100					2	boot,rar,eth	crfp,qty=1						usetype,crf		50	50	half-freeze			1	1	move2			5	10	ac-miss			100	150	ethereal	100		1	1																																																																0
rare chain gloves + brilliant craft ingredient -> brilliant gloves	1			100					2	glov,rar,noe	crfp,qty=1						usetype,crf		50	50	swing2			5	10	att%			10	20	ac%			25	50																																																																					0
rare chain gloves + brilliant craft ingredient -> brilliant gloves	1			100					2	glov,rar,eth	crfp,qty=1						usetype,crf		50	50	swing2			5	10	att%			10	20	ac%			25	50	ethereal	100		1	1																																																																0
rare heavy belt + brilliant craft ingredient -> brilliant belt	1			100					2	belt,rar,noe	crfp,qty=1						usetype,crf		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50																																																																					0
rare heavy belt + brilliant craft ingredient -> brilliant belt	1			100					2	belt,rar,eth	crfp,qty=1						usetype,crf		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50	ethereal	100		1	1																																																																0
rare gothic shield + brilliant craft ingredient -> brilliant shield	1			100					2	shld,rar,noe	crfp,qty=1						usetype,crf		50	50	half-freeze			1	1	res-all			5	10	block			10	20																																																																					0
rare gothic shield + brilliant craft ingredient -> brilliant shield	1			100					2	shld,rar,eth	crfp,qty=1						usetype,crf		50	50	half-freeze			1	1	res-all			5	10	block			10	20	ethereal	100		1	1																																																																0
rare field plate + brilliant craft ingredient -> brilliant body	1			100					2	tors,rar,noe	crfp,qty=1						usetype,crf		50	50	block			10	20	res-all			5	10	ac%			25	50																																																																					0
rare field plate + brilliant craft ingredient -> brilliant body	1			100					2	tors,rar,eth	crfp,qty=1						usetype,crf		50	50	block			10	20	res-all			5	10	ac%			25	50	ethereal	100		1	1																																																																0
rare amulet + brilliant craft ingredient -> brilliant amulet	1			100					2	amul,rar	crfp,qty=1						usetype,crf		50	50	all-stats			4	8	res-all			5	10	ac-miss			100	150																																																																					0
rare ring + brilliant craft ingredient -> brilliant ring	1			100					2	ring,rar	crfp,qty=1						usetype,crf		50	50	half-freeze			1	1	res-all			3	5	ac-miss			50	100																																																																					0
rare blunt + brilliant craft ingredient -> brilliant weapon	1			100					2	weap,rar,noe	crfp,qty=1						usetype,crf		50	50	dmg%			20	40	swing2			20	20	att			50	100																																																																					0
rare blunt + brilliant craft ingredient -> brilliant weapon	1			100					2	weap,rar,eth	crfp,qty=1						usetype,crf		50	50	dmg%			20	40	swing2			20	20	att			50	100	ethereal	100		1	1																																																																0
3 dungeons -> new dungeon	1	4		0					3	t4me,rar	t4me,rar	t4me,rar					t4me,rar			100	map-mon-velocity%	100		20	30	map-mon-att-pierce	100		80	100	map-mon-splash	100	358	100	1	map-mon-nofreeze-hp%	100		10	20	map-play-addxp	100		40	50																																																											0
3 t1-> new t1	1	4		0					1	t1me,qty=3							t1me,nor			100																																																																																				0
3 t1-> new t1 (disabled -- bricks with 2 maps of qty=1 due to shared itemtype)	0	4		0					2	t1me,qty=2	t1me,qty=1						t1me,nor			100																																																																																				0
3 t1-> new t1	1	4		0					3	t1me,qty=1	t1me,qty=1	t1me,qty=1					t1me,nor			100																																																																																				0
3 t2-> new t2	1	4		0					1	t2me,nor,qty=3							t2me,nor			100																																																																																				0
3 t2-> new t2 (disabled -- bricks with 2 maps of qty=1 due to shared itemtype)	0	4		0					2	t2me,nor,qty=2	t2me,nor,qty=1						t2me,nor			100																																																																																				0
3 t2-> new t2	1	4		0					3	t2me,nor,qty=1	t2me,nor,qty=1	t2me,nor,qty=1					t2me,nor			100																																																																																				0
3 t3-> new t3	1	4		0					1	t3me,nor,qty=3							t3me,nor			100																																																																																				0
3 t3-> new t3 (disabled -- bricks with 2 maps of qty=1 due to shared itemtype)	0	4		0					2	t3me,qty=2	t3me,nor,qty=1						t3me,nor			100																																																																																				0
3 t3-> new t3	1	4		0					3	t3me,nor,qty=1	t3me,nor,qty=1	t3me,nor,qty=1					t3me,nor			100																																																																																				0
3 t1 magic -> new t1 magic	1	4		0					3	t1me,mag	t1me,mag	t1me,mag					t1me,mag			100																																																																																				0
3 t1 rare -> new t1 rare	1	4		0					3	t1me,rar	t1me,rar	t1me,rar					t1me,rar			100																																																																																				0
3 t2 magic -> new t2 magic	1	4		0					3	t2me,mag	t2me,mag	t2me,mag					t2me,mag			100																																																																																				0
3 t2 rare -> new t2 rare	1	4		0					3	t2me,rar	t2me,rar	t2me,rar					t2me,rar			100																																																																																				0
3 t3 magic -> new t3 magic	1	4		0					3	t3me,mag	t3me,mag	t3me,mag					t3me,mag			100																																																																																				0
3 t3 rare -> new t3 rare	1	4		0					3	t3me,rar	t3me,rar	t3me,rar					t3me,rar			100																																																																																				0
lucion ingredients	1			100					3	lucb,qty=1	lucc,qty=1	lucd,qty=1					luca																																																																																							0
luca difficulty 0 -> 1	1			100	18	185	0		1	luca							useitem				uber-difficulty	100		1	1																																																																															0
luca difficulty 1 -> 2	1			100	18	185	1		1	luca							useitem				uber-difficulty	100		1	1																																																																															0
luca difficulty 2 -> 0	1			100	18	185	2		1	luca							useitem				uber-difficulty	100		-2	-2																																																																															0
fortify T1 map-- map + fort (unique)	1			100					2	t5me	fort,qty=1						useitem			100	map-glob-skirmish-mode	100		50	50																																																																															0
demonic cube + unique staff (reroll stats)	1			100	31				2	staf,uni	imrn,qty=1																																							cast2	100		20	20																									cast2	100		20	20																					0
demonic cube + unique spiked shield (reroll stats)	1			100	31				2	sshi,uni	imrn,qty=1																																							thorns	100		14	16																									thorns	100		64	84																					0
demonic cube + unique bone shield (reroll stats)	1			100	31				2	bshi,uni	imrn,qty=1																																							red-mag	100		2	2																									red-mag	100		2	2																					
demonic cube + unique weapon (reroll stats)	1			100	31				2	weap,uni	imrn,qty=1																																																																																													0
demonic cube + unique armor (reroll stats)	1			100	31				2	armo,uni	imrn,qty=1																																																																																													0
demonic cube + unique amulet (reroll stats)	1			100	31				2	amul,uni	imrn,qty=1																																																																																													0
demonic cube + unique ring (reroll stats)	1			100	31				2	ring,uni	imrn,qty=1																																																																																													0
demonic cube + unique jewel (reroll stats)	1			100	31				2	jew,uni	imrn,qty=1																																																																																													0
demonic cube + gheeds (reroll stats)	1			100	31				2	cm3,uni	imrn,qty=1																																																																																													0
demonic cube + hellfire torch (reroll stats)	1			100	31				2	cm2,uni	imrn,qty=1																																																																																													0
demonic cube + anni (reroll stats)	1			100	31				2	cm1,uni	imrn,qty=1																																																																																													0
demonic cube + set weapon (reroll stats)	1			100	31				2	weap,set	imrn,qty=1																																																																																													0
demonic cube + set armor (reroll stats)	1			100	31				2	armo,set	imrn,qty=1																																																																																													0
demonic cube + set amulet (reroll stats)	1			100	31				2	amul,set	imrn,qty=1																																																																																													0
demonic cube + set ring (reroll stats)	1			100	31				2	ring,set	imrn,qty=1																																																																																													0
t1 map reroll magic	1	4		100	18	361	0		2	t1me,mag,qty=1	imma,qty=1						usetype,mag			100																																																																																				0
t2 map reroll magic	1	4		100	18	361	0		2	t2me,mag,qty=1	imma,qty=1						usetype,mag			100																																																																																				0
t3 map reroll magic	1	4		100	18	361	0		2	t3me,mag,qty=1	imma,qty=1						usetype,mag			100																																																																																				0
imbued t1 map reroll magic	1	4		100	18	361	0		2	t1me,mag,qty=1	irma,qty=1						usetype,mag			100																																																																																				0
imbued t2 map reroll magic	1	4		100	18	361	0		2	t2me,mag,qty=1	irma,qty=1						usetype,mag			100																																																																																				0
imbued t3 map reroll magic	1	4		100	18	361	0		2	t3me,mag,qty=1	irma,qty=1						usetype,mag			100																																																																																				0
Puzzlebox 1h throw weapon	1			100					2	thro,nos	lbox,qty=1						useitem			100	sock			1	2																																																																															0
Lillith's Mirror arrows (magic)	1			100					2	aqv,mag	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror bolts (magic)	1			100					2	cqv,mag	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror arrows (rare)	1			100					2	aqv,rar	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror bolts (rare)	1			100					2	cqv,rar	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror arrows (craft)	1			100					2	aqv,crf	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
Lillith's Mirror bolts (craft)	1			100					2	cqv,crf	llmr						useitem	99		100	dye	100		4	4	mirrored	100		1	1																useitem	99		100	dye	100		21	21	mirrored	100		1	1																																													0
GENERAL IMPROVEMENTS	0																																																																																																							0
Fix Flawless Gem Promotion Recipes for Unstacked Versions	0																																																																																																							0
3 flawless amethysts -> perfect amethyst	1			0					4	key,qty=1	gzv,qty=3						useitem			100																										gpvs																																																										0
3 flawless rubies -> perfect ruby	1			0					4	key,qty=1	glr,qty=3						useitem			100																										gprs																																																										0
3 flawless sapphires -> perfect sapphire	1			0					4	key,qty=1	glb,qty=3						useitem			100																										gpbs																																																										0
3 flawless topazes -> perfect topaz	1			0					4	key,qty=1	gly,qty=3						useitem			100																										gpys																																																										0
3 flawless emeralds -> perfect emerald	1			0					4	key,qty=1	glg,qty=3						useitem			100																										gpgs																																																										0
3 flawless diamonds -> perfect diamond	1			0					4	key,qty=1	glw,qty=3						useitem			100																										gpws																																																										0
3 flawless skulls -> perfect skull	1			0					4	key,qty=1	skl,qty=3						useitem			100																										skzs																																																										0
Quiver Conversion Recipes per Rarity	0																																																																																																							0
2 magic arrows -> magic bolts	1			0					1	aqv,mag,qty=2							cqv,mag																																																																																							0
2 magic bolts -> magic arrows	1			0					1	cqv,mag,qty=2							aqv,mag																																																																																							0
2 rare arrows -> rare bolts	1			0					1	aqv,rar,qty=2							cqv,rar																																																																																							0
2 rare bolts -> rare arrows	1			0					1	cqv,rar,qty=2							aqv,rar																																																																																							0
Rune 1:1 Downgrade Recipes	0																																																																																																							0
downgrade rune 02 -> 01	1			100					2	scou,qty=1	r02g,qty=1						r01s			100																																																																																				0
downgrade rune 03 -> 02	1			100					2	scou,qty=1	r03g,qty=1						r02s			100																																																																																				0
downgrade rune 04 -> 03	1			100					2	scou,qty=1	r04g,qty=1						r03s			100																																																																																				0
downgrade rune 05 -> 04	1			100					2	scou,qty=1	r05g,qty=1						r04s			100																																																																																				0
downgrade rune 06 -> 05	1			100					2	scou,qty=1	r06g,qty=1						r05s			100																																																																																				0
downgrade rune 07 -> 06	1			100					2	scou,qty=1	r07g,qty=1						r06s			100																																																																																				0
downgrade rune 08 -> 07	1			100					2	scou,qty=1	r08g,qty=1						r07s			100																																																																																				0
downgrade rune 09 -> 08	1			100					2	scou,qty=1	r09g,qty=1						r08s			100																																																																																				0
downgrade rune 10 -> 09	1			100					2	scou,qty=1	r10g,qty=1						r09s			100																																																																																				0
downgrade rune 11 -> 10	1			100					2	scou,qty=1	r11g,qty=1						r10s			100																																																																																				0
downgrade rune 12 -> 11	1			100					2	scou,qty=1	r12g,qty=1						r11s			100																																																																																				0
downgrade rune 13 -> 12	1			100					2	scou,qty=1	r13g,qty=1						r12s			100																																																																																				0
downgrade rune 14 -> 13	1			100					2	scou,qty=1	r14g,qty=1						r13s			100																																																																																				0
downgrade rune 15 -> 14	1			100					2	scou,qty=1	r15g,qty=1						r14s			100																																																																																				0
downgrade rune 16 -> 15	1			100					2	scou,qty=1	r16g,qty=1						r15s			100																																																																																				0
downgrade rune 17 -> 16	1			100					2	scou,qty=1	r17g,qty=1						r16s			100																																																																																				0
downgrade rune 18 -> 17	1			100					2	scou,qty=1	r18g,qty=1						r17s			100																																																																																				0
downgrade rune 19 -> 18	1			100					2	scou,qty=1	r19g,qty=1						r18s			100																																																																																				0
downgrade rune 20 -> 19	1			100					2	scou,qty=1	r20g,qty=1						r19s			100																																																																																				0
downgrade rune 21 -> 20	1			100					2	scou,qty=1	r21g,qty=1						r20s			100																																																																																				0
downgrade rune 22 -> 21	1			100					2	scou,qty=1	r22g,qty=1						r21s			100																																																																																				0
downgrade rune 23 -> 22	1			100					2	scou,qty=1	r23g,qty=1						r22s			100																																																																																				0
downgrade rune 24 -> 23	1			100					2	scou,qty=1	r24g,qty=1						r23s			100																																																																																				0
downgrade rune 25 -> 24	1			100					2	scou,qty=1	r25g,qty=1						r24s			100																																																																																				0
downgrade rune 26 -> 25	1			100					2	scou,qty=1	r26g,qty=1						r25s			100																																																																																				0
downgrade rune 27 -> 26	1			100					2	scou,qty=1	r27g,qty=1						r26s			100																																																																																				0
downgrade rune 28 -> 27	1			100					2	scou,qty=1	r28g,qty=1						r27s			100																																																																																				0
downgrade rune 29 -> 28	1			100					2	scou,qty=1	r29g,qty=1						r28s			100																																																																																				0
downgrade rune 30 -> 29	1			100					2	scou,qty=1	r30g,qty=1						r29s			100																																																																																				0
downgrade rune 31 -> 30	1			100					2	scou,qty=1	r31g,qty=1						r30s			100																																																																																				0
downgrade rune 32 -> 31	1			100					2	scou,qty=1	r32g,qty=1						r31s			100																																																																																				0
downgrade rune 33 -> 32	1			100					2	scou,qty=1	r33g,qty=1						r32s			100																																																																																				0
CUSTOM TESTING RECIPES	0																																																																																																							0
REROLLING	0																																																																																																							0
reroll Iratha's Coil	1			100					2	Iratha's Coil	rera,qty=1						Iratha's Coil			100																										rera,qty=1																																																										0
reroll Milabrega's Diadem	1			100					2	Milabrega's Diadem	rera,qty=1						Milabrega's Diadem			100																										rera,qty=1																																																										0
reroll Arctic Mitts	1			100					2	Arctic Mitts	rera,qty=1						Arctic Mitts			100																										rera,qty=1																																																										0
reroll Iratha's Cuff	1			100					2	Iratha's Cuff	rera,qty=1						Iratha's Cuff			100																										rera,qty=1																																																										0
reroll Infernal Sign	1			100					2	Infernal Sign	rera,qty=1						Infernal Sign			100																										rera,qty=1																																																										0
reroll Iratha's Cord	1			100					2	Iratha's Cord	rera,qty=1						Iratha's Cord			100																										rera,qty=1																																																										0
reroll Infernal Cranium	1			100					2	Infernal Cranium	rera,qty=1						Infernal Cranium			100																										rera,qty=1																																																										0
reroll Sander's Paragon	1			100					2	McAuley's Paragon	rera,qty=1						McAuley's Paragon			100																										rera,qty=1																																																										0
reroll Hsarus' Iron Stay	1			100					2	Hsarus' Iron Stay	rera,qty=1						Hsarus' Iron Stay			100																										rera,qty=1																																																										0
reroll Hwanin's Blessing	1			100					2	Hwanin's Seal	rera,qty=1						Hwanin's Seal			100																										rera,qty=1																																																										0
reroll Sander's Riprap	0			100					2	McAuley's Riprap	rera,qty=1						McAuley's Riprap			100																										rera,qty=1																																																										0
reroll Cow King's Hooves	0			100					2	Cow King's Hoofs	rera,qty=1						Cow King's Hoofs			100																										rera,qty=1																																																										0
reroll Cathan's Seal	1			100					2	Cathan's Seal	rera,qty=1						Cathan's Seal			100																										rera,qty=1																																																										0
reroll Angelic Halo	1			100					2	Angelic Halo	rera,qty=1						Angelic Halo			100																										rera,qty=1																																																										0
reroll Bul-Kathos' Death Band	1			100					2	Bul-Kathos' Death Band	rera,qty=1						Bul-Kathos' Death Band			100																										rera,qty=1																																																										0
reroll Civerb's Icon	1			100					2	Civerb's Icon	rera,qty=1						Civerb's Icon			100																										rera,qty=1																																																										0
reroll Cathan's Sigil	1			100					2	Cathan's Sigil	rera,qty=1						Cathan's Sigil			100																										rera,qty=1																																																										0
reroll Angelic Wings	1			100					2	Angelic Wings	rera,qty=1						Angelic Wings			100																										rera,qty=1																																																										0
reroll Vidala's Snare	1			100					2	Vidala's Snare	rera,qty=1						Vidala's Snare			100																										rera,qty=1																																																										0
reroll Arcanna's Sign	1			100					2	Arcanna's Sign	rera,qty=1						Arcanna's Sign			100																										rera,qty=1																																																										0
reroll Iratha's Collar	1			100					2	Iratha's Collar	rera,qty=1						Iratha's Collar			100																										rera,qty=1																																																										0
reroll Tancred's Weird	1			100					2	Tancred's Weird	rera,qty=1						Tancred's Weird			100																										rera,qty=1																																																										0
reroll Telling of Beads	1			100					2	Telling of Beads	rera,qty=1						Telling of Beads			100																										rera,qty=1																																																										0
reroll Tal Rasha's Adjudication	1			100					2	Tal Rasha's Adjudication	rera,qty=1						Tal Rasha's Adjudication			100																										rera,qty=1																																																										0
reroll Nagelring	1			100					2	Nagelring	rera,qty=1						Nagelring			100																										rera,qty=1																																																										0
reroll Manald Heal	1			100					2	Manald Heal	rera,qty=1						Manald Heal			100																										rera,qty=1																																																										0
reroll The Stone of Jordan	1			100					2	The Stone of Jordan	rera,qty=1						The Stone of Jordan			100																										rera,qty=1																																																										0
reroll Dwarf Star	1			100					2	Dwarf Star	rera,qty=1						Dwarf Star			100																										rera,qty=1																																																										0
reroll Raven Frost	1			100					2	Raven Frost	rera,qty=1						Raven Frost			100																										rera,qty=1																																																										0
reroll Bul-Kathos' Wedding Band	1			100					2	Bul Katho's Wedding Band	rera,qty=1						Bul Katho's Wedding Band			100																										rera,qty=1																																																										0
reroll Carrion Wind	1			100					2	Carrion Wind	rera,qty=1						Carrion Wind			100																										rera,qty=1																																																										0
reroll Nature's Peace	1			100					2	Nature's Peace	rera,qty=1						Nature's Peace			100																										rera,qty=1																																																										0
reroll Wisp Projector	1			100					2	Wisp	rera,qty=1						Wisp			100																										rera,qty=1																																																										0
reroll Nokozan Relic	1			100					2	Nokozan Relic	rera,qty=1						Nokozan Relic			100																										rera,qty=1																																																										0
reroll The Eye of Etlich	1			100					2	The Eye of Etlich	rera,qty=1						The Eye of Etlich			100																										rera,qty=1																																																										0
reroll The Mahim-Oak Curio	1			100					2	The Mahim-Oak Curio	rera,qty=1						The Mahim-Oak Curio			100																										rera,qty=1																																																										0
reroll Saracen's Chance	1			100					2	Saracen's Chance	rera,qty=1						Saracen's Chance			100																										rera,qty=1																																																										0
reroll Crescent Moon	1			100					2	Crescent Moon	rera,qty=1						Crescent Moon			100																										rera,qty=1																																																										0
reroll The Cat's Eye	1			100					2	The Cat's Eye	rera,qty=1						The Cat's Eye			100																										rera,qty=1																																																										0
reroll Atma's Scarab	1			100					2	Atma's Scarab	rera,qty=1						Atma's Scarab			100																										rera,qty=1																																																										0
reroll Highlord's Wrath	1			100					2	Highlord's Wrath	rera,qty=1						Highlord's Wrath			100																										rera,qty=1																																																										0
reroll The Rising Sun	1			100					2	The Rising Sun	rera,qty=1						The Rising Sun			100																										rera,qty=1																																																										0
reroll Seraph's Hymn	1			100					2	Seraph's Hymn	rera,qty=1						Seraph's Hymn			100																										rera,qty=1																																																										0
reroll Mara's Kaleidoscope	1			100					2	Mara's Kaleidoscope	rera,qty=1						Mara's Kaleidoscope			100																										rera,qty=1																																																										0
reroll Metalgrid	1			100					2	Metalgrid	rera,qty=1						Metalgrid			100																										rera,qty=1																																																										0
reroll eth Veil of Steel	1			100					2	Veil of Steel,eth	rera,qty=1						Veil of Steel,eth			100																										rera,qty=1																																																										0
reroll eth Nightwing's Veil	1			100					2	Nightwing's Veil,eth	rera,qty=1						Nightwing's Veil,eth			100																										rera,qty=1																																																										0
reroll eth Templar's Might	1			100					2	Templar's Might,eth	rera,qty=1						Templar's Might,eth			100																										rera,qty=1																																																										0
reroll eth Tyrael's Might	0			100					2	Tyrael's Might,eth	rera,qty=1						Tyrael's Might,eth			100																										rera,qty=1																																																										0
reroll eth Horizon's Tornado	1			100					2	Horizon's Tornado,eth	rera,qty=1						Horizon's Tornado,eth			100																										rera,qty=1																																																										0
reroll eth Stormlash	1			100					2	Stormlash,eth	rera,qty=1						Stormlash,eth			100																										rera,qty=1																																																										0
reroll eth Stone Crusher	1			100					2	Stone Crusher,eth	rera,qty=1						Stone Crusher,eth			100																										rera,qty=1																																																										0
reroll eth Schaefer's Hammer	1			100					2	Schaefer's Hammer,eth	rera,qty=1						Schaefer's Hammer,eth			100																										rera,qty=1																																																										0
reroll eth Earth Shifter	1			100					2	Earthshifter,eth	rera,qty=1						Earthshifter,eth			100																										rera,qty=1																																																										0
reroll eth The Cranium Basher	1			100					2	The Cranium Basher,eth	rera,qty=1						The Cranium Basher,eth			100																										rera,qty=1																																																										0
reroll eth Lightsabre	0			100					2	Lightsabre,eth	rera,qty=1						Lightsabre,eth			100																										rera,qty=1																																																										0
reroll eth Azurewrath	0			100					2	Azurewrath,eth	rera,qty=1						Azurewrath,eth			100																										rera,qty=1																																																										0
reroll eth Heaven's Light	1			100					2	Heaven's Light,eth	rera,qty=1						Heaven's Light,eth			100																										rera,qty=1																																																										0
reroll eth The Redeemer	1			100					2	The Reedeemer,eth	rera,qty=1						The Reedeemer,eth			100																										rera,qty=1																																																										0
reroll eth Itherael's Path	1			100					2	Itheraels Path,eth	rera,qty=1						Itheraels Path,eth	131		100																										rera,qty=1																																																										0
reroll eth Overlord's Helm	1			100					2	Overlords Helm,eth	rera,qty=1						Overlords Helm,eth	131		100																										rera,qty=1																																																										0
reroll eth Dark Abyss	1			100					2	Dark Abyss,eth	rera,qty=1						Dark Abyss,eth	131		100																										rera,qty=1																																																										0
reroll eth Aidan's Scar	0			100					2	Aidans Scar,eth	rera,qty=1						Aidans Scar,eth	131		100																										rera,qty=1																																																										0
reroll eth Hadriel's Hand	0			100					2	Hadriels Hand,eth	rera,qty=1						Hadriels Hand,eth	131		100																										rera,qty=1																																																										0
reroll Veil of Steel	1			100					2	Veil of Steel,noe	rera,qty=1						Veil of Steel,noe			100																										rera,qty=1																																																										0
reroll Nightwing's Veil	1			100					2	Nightwing's Veil,noe	rera,qty=1						Nightwing's Veil,noe			100																										rera,qty=1																																																										0
reroll Templar's Might	1			100					2	Templar's Might,noe	rera,qty=1						Templar's Might,noe			100																										rera,qty=1																																																										0
reroll Tyrael's Might	1			100					2	Tyrael's Might,noe	rera,qty=1						Tyrael's Might,noe			100																										rera,qty=1																																																										0
reroll Horizon's Tornado	1			100					2	Horizon's Tornado,noe	rera,qty=1						Horizon's Tornado,noe			100																										rera,qty=1																																																										0
reroll Stormlash	1			100					2	Stormlash,noe	rera,qty=1						Stormlash,noe			100																										rera,qty=1																																																										0
reroll Stone Crusher	1			100					2	Stone Crusher,noe	rera,qty=1						Stone Crusher,noe			100																										rera,qty=1																																																										0
reroll Schaefer's Hammer	1			100					2	Schaefer's Hammer,noe	rera,qty=1						Schaefer's Hammer,noe			100																										rera,qty=1																																																										0
reroll Earth Shifter	1			100					2	Earthshifter,noe	rera,qty=1						Earthshifter,noe			100																										rera,qty=1																																																										0
reroll The Cranium Basher	1			100					2	The Cranium Basher,noe	rera,qty=1						The Cranium Basher,noe			100																										rera,qty=1																																																										0
reroll Azurewrath	0			100					2	Azurewrath,noe	rera,qty=1						Azurewrath,noe			100																										rera,qty=1																																																										0
reroll Lightsabre	0			100					2	Lightsabre,noe	rera,qty=1						Lightsabre,noe			100																										rera,qty=1																																																										0
reroll Heaven's Light	1			100					2	Heaven's Light,noe	rera,qty=1						Heaven's Light,noe			100																										rera,qty=1																																																										0
reroll The Redeemer	1			100					2	The Reedeemer,noe	rera,qty=1						The Reedeemer,noe			100																										rera,qty=1																																																										0
reroll Itherael's Path	1			100					2	Itheraels Path,noe	rera,qty=1						Itheraels Path,noe	131		100																										rera,qty=1																																																										0
